C_Zh,mass,CaPhi,BR_mu,acceptance,cross_section_pb,BR_h_to_Za,N_signal
0.0010473708979594498,1.0,3.98e-06,0.1,0.0,5.848099569595742e-05,1.07088437458263e-06,0.0
0.0010473708979594498,1.0,1.58e-05,0.1,0.0001,5.848099569595742e-05,1.07088437458263e-06,0.0007017719483514893
0.0010473708979594498,1.0,2e-05,0.1,0.0001,5.848099569595742e-05,1.07088437458263e-06,0.0007017719483514893
0.0010473708979594498,1.0,2.51e-05,0.1,0.00016666666666666666,5.848099569595742e-05,1.07088437458263e-06,0.0011696199139191485
0.0010473708979594498,1.0,3.16e-05,0.1,0.0002666666666666667,5.848099569595742e-05,1.07088437458263e-06,0.0018713918622706377
0.0010473708979594498,1.0,3.98e-05,0.1,0.0003,5.848099569595742e-05,1.07088437458263e-06,0.002105315845054467
0.0010473708979594498,1.0,5.01e-05,0.1,0.0005666666666666667,5.848099569595742e-05,1.07088437458263e-06,0.003976707707325105
0.0010473708979594498,1.0,6.31e-05,0.1,0.0009333333333333333,5.848099569595742e-05,1.07088437458263e-06,0.006549871517947232
0.0010473708979594498,1.0,7.94e-05,0.1,0.0018,5.848099569595742e-05,1.07088437458263e-06,0.012631895070326804
0.0010473708979594498,1.0,0.0001,0.1,0.0026666666666666666,5.848099569595742e-05,1.07088437458263e-06,0.018713918622706376
0.0010473708979594498,1.0,0.000126,0.1,0.0038666666666666667,5.848099569595742e-05,1.07088437458263e-06,0.02713518200292425
0.0010473708979594498,1.0,0.000158,0.1,0.005,5.848099569595742e-05,1.07088437458263e-06,0.03508859741757446
0.0010473708979594498,1.0,0.0002,0.1,0.006533333333333334,5.848099569595742e-05,1.07088437458263e-06,0.04584910062563063
0.0010473708979594498,1.0,0.000251,0.1,0.007533333333333334,5.848099569595742e-05,1.07088437458263e-06,0.05286682010914552
0.0010473708979594498,1.0,0.000316,0.1,0.008166666666666666,5.848099569595742e-05,1.07088437458263e-06,0.057311375782038265
0.0010473708979594498,1.0,0.000398,0.1,0.0066,5.848099569595742e-05,1.07088437458263e-06,0.04631694859119828
0.0010473708979594498,1.0,0.000501,0.1,0.004733333333333333,5.848099569595742e-05,1.07088437458263e-06,0.03321720555530382
0.0010473708979594498,1.0,0.000631,0.1,0.0025,5.848099569595742e-05,1.07088437458263e-06,0.01754429870878723
0.0010473708979594498,1.0,0.000794,0.1,0.0006666666666666666,5.848099569595742e-05,1.07088437458263e-06,0.004678479655676594
0.0010473708979594498,1.0,0.001,0.1,0.0002,5.848099569595742e-05,1.07088437458263e-06,0.0014035438967029785
0.0010473708979594498,1.0,0.00126,0.1,3.3333333333333335e-05,5.848099569595742e-05,1.07088437458263e-06,0.00023392398278382972
0.0010473708979594498,1.0,0.00158,0.1,0.0,5.848099569595742e-05,1.07088437458263e-06,0.0
0.0010473708979594498,1.0,0.002,0.1,0.0,5.848099569595742e-05,1.07088437458263e-06,0.0
0.0010473708979594498,1.0,0.00251,0.1,0.0,5.848099569595742e-05,1.07088437458263e-06,0.0
0.0010473708979594498,1.0,0.00316,0.1,0.0,5.848099569595742e-05,1.07088437458263e-06,0.0
0.0010473708979594498,1.0,0.00398,0.1,0.0,5.848099569595742e-05,1.07088437458263e-06,0.0
0.0010473708979594498,1.0,0.00501,0.1,0.0,5.848099569595742e-05,1.07088437458263e-06,0.0
0.0010473708979594498,1.0,0.00631,0.1,0.0,5.848099569595742e-05,1.07088437458263e-06,0.0
0.001096985797892384,1.0,1e-06,0.1,0.0,6.415281506212264e-05,1.1747448280923392e-06,0.0
0.001096985797892384,1.0,1.26e-06,0.1,0.0,6.415281506212264e-05,1.1747448280923392e-06,0.0
0.001096985797892384,1.0,1.58e-06,0.1,0.0,6.415281506212264e-05,1.1747448280923392e-06,0.0
0.001096985797892384,1.0,2e-06,0.1,0.0,6.415281506212264e-05,1.1747448280923392e-06,0.0
0.001096985797892384,1.0,2.51e-06,0.1,0.0,6.415281506212264e-05,1.1747448280923392e-06,0.0
0.001096985797892384,1.0,3.16e-06,0.1,0.0,6.415281506212264e-05,1.1747448280923392e-06,0.0
0.001096985797892384,1.0,3.98e-06,0.1,0.0,6.415281506212264e-05,1.1747448280923392e-06,0.0
0.001096985797892384,1.0,1.58e-05,0.1,0.0001,6.415281506212264e-05,1.1747448280923392e-06,0.0007698337807454719
0.001096985797892384,1.0,2e-05,0.1,0.0001,6.415281506212264e-05,1.1747448280923392e-06,0.0007698337807454719
0.001096985797892384,1.0,2.51e-05,0.1,0.00016666666666666666,6.415281506212264e-05,1.1747448280923392e-06,0.001283056301242453
0.001096985797892384,1.0,3.16e-05,0.1,0.0002666666666666667,6.415281506212264e-05,1.1747448280923392e-06,0.0020528900819879246
0.001096985797892384,1.0,3.98e-05,0.1,0.0003,6.415281506212264e-05,1.1747448280923392e-06,0.0023095013422364153
0.001096985797892384,1.0,5.01e-05,0.1,0.0005666666666666667,6.415281506212264e-05,1.1747448280923392e-06,0.004362391424224341
0.001096985797892384,1.0,6.31e-05,0.1,0.0009333333333333333,6.415281506212264e-05,1.1747448280923392e-06,0.007185115286957738
0.001096985797892384,1.0,7.94e-05,0.1,0.0018,6.415281506212264e-05,1.1747448280923392e-06,0.01385700805341849
0.001096985797892384,1.0,0.0001,0.1,0.0026666666666666666,6.415281506212264e-05,1.1747448280923392e-06,0.020528900819879247
0.001096985797892384,1.0,0.000126,0.1,0.0038666666666666667,6.415281506212264e-05,1.1747448280923392e-06,0.02976690618882491
0.001096985797892384,1.0,0.000158,0.1,0.005,6.415281506212264e-05,1.1747448280923392e-06,0.038491689037273596
0.001096985797892384,1.0,0.0002,0.1,0.006533333333333334,6.415281506212264e-05,1.1747448280923392e-06,0.05029580700870417
